newbookid,ratings_count,average_rating,predicted_rating
2019,48520,3.93,4.0
2246,48506,4.09,4.0
1938,48485,4.11,4.0
2181,48461,3.99,4.0
2146,48446,4.22,4.0
1996,48400,3.98,4.0
2448,48381,4.05,4.0
2344,48364,4.09,4.0
1854,48357,3.96,4.0
3003,48344,4.14,4.0
2056,48333,4.24,4.0
1670,48330,3.87,4.0
1368,48305,4.12,4.0
1538,48286,3.79,4.0
1780,48280,4.63,5.0
2748,48278,4.11,4.0
1498,48277,4.24,4.0
2337,48268,3.94,4.0
3217,48264,3.68,4.0
1791,48256,4.1,4.0
2104,48239,3.76,4.0
2818,48234,4.06,4.0
2334,48196,3.6,4.0
1864,48191,3.87,4.0
1829,48189,3.91,4.0
1871,48131,4.06,4.0
1841,48117,4.29,4.0
2950,48116,4.09,4.0
2457,48111,4.29,4.0
2141,48078,4.24,4.0
2020,48061,3.34,3.0
2090,48040,3.99,4.0
2770,48028,4.16,4.0
2167,47913,4.1,4.0
2466,47875,4.2,4.0
1782,47873,3.69,4.0
2124,47825,4.03,4.0
2516,47824,3.88,4.0
1697,47812,3.87,4.0
2314,47809,3.76,4.0
2076,47804,4.34,4.0
1878,47785,4.14,4.0
3210,47773,4.12,4.0
1799,47736,4.5,4.0
1715,47720,4.39,4.0
2488,47720,3.94,4.0
2543,47690,3.94,4.0
1951,47682,4.04,4.0
1839,47674,4.02,4.0
1596,47661,3.98,4.0
3096,47657,4.04,4.0
2669,47644,4.01,4.0
2177,47641,4.08,4.0
2140,47600,4.08,4.0
2736,47549,4.56,5.0
1872,47533,4.04,4.0
2130,47533,3.7,4.0
2115,47525,3.81,4.0
2106,47389,3.79,4.0
2171,47389,3.87,4.0
1997,47324,4.12,4.0
1930,47323,3.77,4.0
2137,47320,3.42,3.0
2782,47315,4.23,4.0
1828,47296,4.2,4.0
2241,47277,4.29,4.0
1874,47207,4.17,4.0
1610,47185,4.18,4.0
2092,47154,4.24,4.0
1960,47148,4.16,4.0
2048,47139,3.94,4.0
1808,47054,3.95,4.0
2452,47002,4.03,4.0
2365,46993,4.27,4.0
2102,46878,4.12,4.0
1863,46854,3.69,4.0
1887,46847,4.08,4.0
2051,46847,4.04,4.0
1858,46845,4.07,4.0
3445,46825,4.01,4.0
2165,46820,3.98,4.0
1744,46797,4.08,4.0
3019,46793,4.27,4.0
2733,46756,4.2,4.0
1651,46742,4.31,4.0
1916,46736,3.97,4.0
1822,46734,4.08,4.0
2444,46731,4.22,4.0
2381,46722,4.06,4.0
1784,46716,4.28,4.0
2382,46675,3.66,4.0
2980,46668,4.25,4.0
2423,46665,4.08,4.0
1717,46663,4.5,4.0
2191,46660,4.18,4.0
1900,46656,4.06,4.0
2021,46635,4.17,4.0
2330,46604,4.05,4.0
2280,46590,4.18,4.0
2877,46567,3.89,4.0
1405,46551,4.34,4.0
1675,46541,3.49,3.0
1827,46518,4.12,4.0
2338,46498,3.87,4.0
2151,46486,4.05,4.0
1987,46475,3.8,4.0
2755,46442,3.79,4.0
2252,46370,4.26,4.0
1743,46361,4.01,4.0
1989,46357,4.04,4.0
1693,46348,4.04,4.0
2852,46332,4.33,4.0
2157,46279,4.41,4.0
2682,46269,4.29,4.0
3132,46247,4.06,4.0
2040,46234,4.04,4.0
1463,46225,3.86,4.0
2073,46220,3.89,4.0
1821,46216,4.1,4.0
1931,46208,3.7,4.0
2156,46198,4.26,4.0
1665,46197,4.19,4.0
1928,46179,3.85,4.0
2138,46121,3.84,4.0
2905,46096,4.06,4.0
1695,46092,3.51,4.0
2784,46077,4.07,4.0
2586,46048,4.47,4.0
1867,46041,4.19,4.0
1818,45993,4.26,4.0
1898,45978,3.58,4.0
2676,45961,4.04,4.0
2099,45937,3.86,4.0
1939,45919,4.33,4.0
1657,45905,3.46,3.0
1699,45874,4.18,4.0
1991,45856,4.07,4.0
2923,45843,4.28,4.0
3421,45825,4.28,4.0
2326,45760,3.84,4.0
3079,45756,4.0,4.0
3194,45721,3.74,4.0
2429,45718,4.23,4.0
3153,45712,4.32,4.0
2069,45671,3.76,4.0
2009,45660,4.06,4.0
2867,45634,3.81,4.0
2570,45631,4.17,4.0
2030,45608,3.81,4.0
2281,45578,4.2,4.0
2000,45567,3.61,4.0
1846,45554,3.96,4.0
1986,45518,3.71,4.0
1468,45492,4.32,4.0
2658,45468,3.84,4.0
2919,45447,4.3,4.0
1048,45382,4.07,4.0
2313,45373,4.27,4.0
1970,45353,3.62,4.0
2093,45345,4.09,4.0
2110,45331,4.0,4.0
1993,45320,4.23,4.0
1555,45319,3.89,4.0
2147,45243,3.91,4.0
2195,45217,3.96,4.0
1834,45203,4.1,4.0
1966,45153,3.92,4.0
3449,45127,4.33,4.0
2266,45104,4.17,4.0
2364,45102,3.95,4.0
2242,45097,4.03,4.0
2826,45089,4.11,4.0
1988,45081,4.48,4.0
1924,45051,3.74,4.0
2238,45045,4.09,4.0
2325,45029,4.26,4.0
1785,44956,3.65,4.0
2129,44921,3.63,4.0
2854,44879,4.33,4.0
2178,44873,3.8,4.0
2068,44848,4.18,4.0
1702,44839,3.39,3.0
2385,44834,3.88,4.0
2322,44830,3.95,4.0
2713,44825,4.2,4.0
2332,44811,4.54,5.0
2918,44806,4.24,4.0
2704,44785,3.84,4.0
1749,44722,4.01,4.0
2430,44710,3.88,4.0
1860,44681,4.08,4.0
1913,44679,3.78,4.0
2139,44677,4.11,4.0
1823,44669,4.35,4.0
3140,44665,4.34,4.0
3169,44623,4.59,5.0
1723,44612,3.98,4.0
1964,44610,3.89,4.0
1915,44595,4.3,4.0
3390,44588,4.43,4.0
4214,44570,3.94,4.0
1837,44569,4.14,4.0
2896,44513,3.96,4.0
2366,44509,4.11,4.0
3677,44500,4.32,4.0
2447,44496,4.29,4.0
2946,44488,3.93,4.0
3342,44487,4.27,4.0
1855,44445,4.14,4.0
2194,44424,4.06,4.0
2080,44414,4.16,4.0
2210,44408,3.57,4.0
2825,44395,4.02,4.0
2377,44383,4.02,4.0
2696,44366,3.95,4.0
2060,44345,3.63,4.0
3688,44328,3.83,4.0
2557,44319,4.17,4.0
1918,44317,3.68,4.0
3190,44289,4.62,5.0
2951,44256,3.98,4.0
1957,44238,3.92,4.0
2221,44237,3.72,4.0
2232,44223,3.96,4.0
2675,44222,3.41,3.0
2368,44197,4.16,4.0
2044,44196,4.24,4.0
1667,44170,4.3,4.0
2340,44150,3.78,4.0
2894,44119,4.38,4.0
2752,44115,4.3,4.0
3450,44106,4.24,4.0
2913,44104,4.08,4.0
1148,44097,3.91,4.0
3367,44076,4.12,4.0
1856,44074,3.14,3.0
2719,44068,4.16,4.0
1895,44014,4.47,4.0
2685,43998,3.82,4.0
1866,43992,4.11,4.0
2279,43985,4.38,4.0
2446,43980,4.14,4.0
1771,43976,3.94,4.0
2250,43964,4.32,4.0
2495,43941,4.27,4.0
2297,43937,4.0,4.0
2642,43936,4.0,4.0
2083,43929,4.66,5.0
1590,43927,4.31,4.0
2223,43888,3.99,4.0
1955,43876,4.2,4.0
2301,43863,4.06,4.0
2192,43861,3.78,4.0
1974,43793,3.79,4.0
2359,43781,4.07,4.0
2501,43737,3.73,4.0
2838,43723,3.49,3.0
2361,43700,4.32,4.0
2015,43698,3.54,4.0
2988,43643,3.7,4.0
2478,43626,4.02,4.0
2103,43605,4.08,4.0
2609,43602,4.05,4.0
3138,43594,4.26,4.0
2459,43578,4.24,4.0
2491,43541,3.93,4.0
2276,43531,4.05,4.0
2681,43524,3.64,4.0
2388,43520,4.31,4.0
2291,43517,3.88,4.0
1998,43496,3.18,3.0
2072,43487,3.68,4.0
2584,43460,4.29,4.0
2096,43455,3.99,4.0
2384,43455,4.14,4.0
3566,43448,4.09,4.0
3273,43435,4.17,4.0
2200,43424,3.67,4.0
2169,43374,3.97,4.0
2665,43334,3.72,4.0
2531,43332,4.18,4.0
3232,43323,3.69,4.0
3374,43289,3.94,4.0
2277,43276,3.93,4.0
2010,43269,4.05,4.0
3103,43246,4.04,4.0
2271,43238,4.18,4.0
3344,43203,3.96,4.0
3437,43188,4.15,4.0
2349,43183,3.96,4.0
3267,43181,4.28,4.0
2403,43086,3.98,4.0
2125,43036,4.24,4.0
2539,43024,4.25,4.0
2467,42952,3.93,4.0
2472,42950,3.96,4.0
2629,42892,3.91,4.0
2706,42885,3.19,3.0
1873,42869,4.28,4.0
2592,42838,3.99,4.0
2379,42828,4.06,4.0
2386,42827,4.35,4.0
2038,42821,4.08,4.0
2978,42821,4.3,4.0
2947,42802,3.98,4.0
2470,42769,4.38,4.0
3155,42767,4.09,4.0
2355,42764,3.95,4.0
2411,42696,4.15,4.0
1973,42687,4.0,4.0
2231,42680,3.93,4.0
2479,42656,3.9,4.0
2847,42632,4.2,4.0
3074,42620,4.04,4.0
2345,42590,4.03,4.0
3781,42573,4.49,4.0
3172,42540,3.95,4.0
2117,42539,4.17,4.0
2150,42536,3.54,4.0
2541,42530,4.16,4.0
2184,42529,4.1,4.0
2881,42493,3.94,4.0
2144,42488,3.58,4.0
2939,42479,4.09,4.0
2258,42476,3.99,4.0
2369,42472,4.02,4.0
2142,42445,4.45,4.0
3370,42427,4.32,4.0
2730,42426,3.54,4.0
2741,42421,4.31,4.0
4227,42363,4.14,4.0
2008,42361,3.78,4.0
3122,42358,4.01,4.0
1533,42339,3.4,3.0
2537,42317,3.92,4.0
2005,42306,4.26,4.0
1825,42286,3.59,4.0
3043,42280,4.26,4.0
3193,42252,4.27,4.0
3960,42242,4.29,4.0
2435,42240,4.19,4.0
2226,42205,4.15,4.0
2037,42175,3.96,4.0
2260,42170,3.88,4.0
2756,42164,3.63,4.0
2431,42148,4.06,4.0
2487,42128,3.74,4.0
2347,42122,3.71,4.0
2329,42112,3.84,4.0
2293,42101,3.93,4.0
2500,42094,4.16,4.0
2508,42084,4.0,4.0
1982,42072,4.49,4.0
2013,42037,4.08,4.0
2747,42028,3.8,4.0
3144,42026,4.3,4.0
2648,42002,4.25,4.0
2370,41970,3.88,4.0
2390,41940,4.36,4.0
2078,41932,3.94,4.0
2100,41924,4.29,4.0
1741,41908,4.37,4.0
2350,41884,3.9,4.0
2113,41870,3.94,4.0
2416,41867,4.2,4.0
1948,41866,3.89,4.0
2352,41857,4.1,4.0
3318,41837,4.36,4.0
4087,41818,4.43,4.0
2426,41816,4.37,4.0
2234,41815,4.01,4.0
2982,41796,4.21,4.0
2476,41793,3.75,4.0
2047,41761,4.02,4.0
2084,41728,3.74,4.0
3379,41713,3.67,4.0
2204,41677,4.15,4.0
2052,41671,3.75,4.0
1978,41647,3.98,4.0
2412,41631,3.52,4.0
1902,41606,3.84,4.0
2523,41555,3.94,4.0
3264,41536,4.21,4.0
2572,41533,4.24,4.0
2808,41524,4.41,4.0
2065,41512,4.55,5.0
2222,41505,4.1,4.0
2402,41502,3.96,4.0
2544,41500,4.02,4.0
3078,41448,4.26,4.0
2489,41437,4.11,4.0
1845,41427,4.07,4.0
2193,41389,3.81,4.0
2715,41377,4.02,4.0
2604,41344,4.36,4.0
2694,41338,3.94,4.0
3911,41292,4.2,4.0
2792,41284,3.7,4.0
2425,41271,4.17,4.0
2209,41249,3.97,4.0
3133,41233,4.32,4.0
2046,41209,4.01,4.0
2601,41202,3.49,3.0
1844,41187,4.04,4.0
2387,41177,3.6,4.0
2036,41176,3.98,4.0
1905,41161,4.03,4.0
2050,41138,3.94,4.0
2236,41102,4.03,4.0
1976,41094,3.82,4.0
1961,41081,3.81,4.0
2915,41067,4.12,4.0
2464,41058,3.96,4.0
2598,41052,4.45,4.0
2821,41049,3.97,4.0
2228,41037,4.01,4.0
2454,41021,3.87,4.0
2709,41012,3.91,4.0
2085,41002,4.26,4.0
2351,40943,4.19,4.0
2577,40915,3.78,4.0
3116,40906,3.91,4.0
1734,40885,3.51,4.0
2354,40871,4.04,4.0
2481,40866,4.16,4.0
3046,40859,3.65,4.0
2011,40840,3.74,4.0
3743,40836,4.07,4.0
2240,40829,3.89,4.0
3357,40827,3.87,4.0
3373,40807,3.92,4.0
2292,40799,4.16,4.0
3508,40788,4.13,4.0
2605,40781,4.17,4.0
3433,40737,3.84,4.0
2490,40734,3.99,4.0
1910,40727,3.7,4.0
2233,40726,3.66,4.0
2158,40699,3.98,4.0
2553,40651,3.93,4.0
2461,40650,4.12,4.0
2077,40626,4.52,5.0
2207,40583,4.27,4.0
1795,40569,3.76,4.0
2458,40565,4.21,4.0
3006,40562,4.04,4.0
3613,40523,3.95,4.0
3365,40519,4.17,4.0
2154,40489,3.76,4.0
2097,40442,4.28,4.0
2217,40430,4.61,5.0
2468,40415,3.83,4.0
2729,40404,3.93,4.0
3526,40399,4.43,4.0
2926,40369,3.69,4.0
3009,40369,4.04,4.0
2853,40356,3.85,4.0
2710,40354,3.82,4.0
2082,40353,3.94,4.0
3014,40346,3.95,4.0
2597,40342,4.05,4.0
2850,40323,4.17,4.0
2445,40289,4.15,4.0
2353,40289,4.27,4.0
2089,40259,3.82,4.0
2300,40254,3.83,4.0
2306,40239,4.01,4.0
2732,40237,3.83,4.0
3045,40213,3.57,4.0
2688,40138,4.24,4.0
2556,40137,3.7,4.0
2057,40111,4.09,4.0
2170,40107,4.09,4.0
2779,40098,4.1,4.0
2823,40090,3.71,4.0
2284,40074,3.68,4.0
2153,40071,4.13,4.0
2680,40065,3.69,4.0
2573,40063,3.8,4.0
3512,40060,3.95,4.0
3422,40036,4.24,4.0
2168,40020,3.95,4.0
3490,40001,4.37,4.0
2339,39990,4.09,4.0
2496,39948,3.92,4.0
2937,39938,4.02,4.0
2220,39928,4.12,4.0
2708,39927,3.63,4.0
2691,39926,4.22,4.0
3109,39925,4.26,4.0
3580,39918,4.35,4.0
2346,39917,4.13,4.0
3025,39881,4.07,4.0
3002,39875,3.56,4.0
3438,39872,3.72,4.0
3184,39863,4.05,4.0
1099,39863,4.31,4.0
2711,39802,4.07,4.0
2689,39795,4.25,4.0
3243,39792,4.28,4.0
1507,39758,4.15,4.0
2319,39710,3.37,3.0
2656,39702,4.07,4.0
2378,39682,3.82,4.0
2695,39677,4.03,4.0
3581,39625,4.25,4.0
2201,39618,3.98,4.0
2453,39572,4.07,4.0
2288,39551,3.94,4.0
2357,39531,3.77,4.0
2520,39518,3.79,4.0
2190,39503,4.49,4.0
2548,39486,3.47,3.0
2441,39485,3.57,4.0
2773,39477,3.88,4.0
3187,39455,3.6,4.0
2859,39453,4.23,4.0
2185,39445,3.54,4.0
2703,39440,4.04,4.0
2849,39419,4.23,4.0
3160,39419,4.04,4.0
3179,39406,4.36,4.0
2475,39402,3.73,4.0
2562,39334,3.7,4.0
3495,39310,4.32,4.0
3276,39307,3.97,4.0
3502,39306,3.76,4.0
1943,39300,3.83,4.0
2269,39298,3.96,4.0
2829,39296,4.1,4.0
2791,39214,4.01,4.0
3527,39200,3.78,4.0
2295,39183,3.96,4.0
2529,39169,3.92,4.0
2483,39150,3.73,4.0
2122,39138,4.28,4.0
2406,39115,3.98,4.0
2780,39114,3.96,4.0
2580,39100,3.58,4.0
2126,39073,4.23,4.0
3755,39069,4.41,4.0
2307,39031,3.85,4.0
2618,39003,4.02,4.0
2282,38992,3.44,3.0
2213,38957,3.73,4.0
2787,38956,3.86,4.0
2473,38955,3.21,3.0
2576,38954,3.68,4.0
2645,38942,4.02,4.0
3072,38918,3.77,4.0
3535,38911,3.89,4.0
2517,38907,4.32,4.0
2392,38890,4.23,4.0
3212,38879,4.01,4.0
2692,38879,4.05,4.0
3601,38874,4.18,4.0
2530,38851,4.18,4.0
2813,38819,4.18,4.0
2661,38818,3.82,4.0
2666,38809,4.13,4.0
2728,38753,4.07,4.0
2199,38747,3.97,4.0
2436,38743,3.95,4.0
2133,38729,4.15,4.0
2806,38701,3.82,4.0
3121,38662,3.8,4.0
3255,38655,4.01,4.0
2161,38649,3.99,4.0
2931,38633,3.93,4.0
2949,38594,3.98,4.0
2432,38551,3.84,4.0
2603,38537,3.72,4.0
3380,38535,4.04,4.0
2372,38524,3.98,4.0
2333,38516,3.98,4.0
3617,38511,4.22,4.0
2742,38503,4.06,4.0
2766,38484,4.27,4.0
2583,38473,3.74,4.0
2443,38462,4.23,4.0
2884,38461,4.04,4.0
3870,38452,4.11,4.0
2956,38448,4.09,4.0
2042,38391,3.77,4.0
2362,38387,3.98,4.0
2671,38387,3.28,3.0
2405,38323,3.93,4.0
3588,38315,4.35,4.0
2554,38297,4.33,4.0
3774,38287,4.23,4.0
2214,38243,3.97,4.0
2626,38242,4.23,4.0
2593,38240,4.09,4.0
3656,38229,4.28,4.0
3007,38226,3.82,4.0
2844,38196,3.78,4.0
4175,38186,4.24,4.0
2994,38185,3.92,4.0
2567,38179,3.61,4.0
2632,38157,3.83,4.0
2400,38152,3.88,4.0
3699,38152,4.37,4.0
2275,38151,3.95,4.0
2767,38142,4.05,4.0
4134,38100,4.26,4.0
3146,38069,4.47,4.0
2172,38050,3.89,4.0
3645,38040,4.28,4.0
3040,38040,4.32,4.0
2892,38033,3.77,4.0
2462,38018,4.28,4.0
2063,38017,3.91,4.0
2616,38013,4.04,4.0
2456,37995,4.1,4.0
2663,37986,4.13,4.0
2265,37967,3.41,3.0
3018,37963,4.2,4.0
2864,37961,4.1,4.0
2873,37948,4.2,4.0
3057,37943,4.09,4.0
2900,37938,3.72,4.0
2187,37936,3.74,4.0
2278,37903,3.96,4.0
3061,37888,3.75,4.0
2832,37886,4.26,4.0
3124,37877,4.13,4.0
3447,37873,4.14,4.0
2438,37862,4.08,4.0
1990,37839,3.93,4.0
1347,37792,4.16,4.0
2659,37773,4.27,4.0
3139,37734,3.98,4.0
2395,37728,4.24,4.0
2474,37717,4.21,4.0
2289,37689,4.29,4.0
3325,37689,3.99,4.0
3269,37682,3.86,4.0
2700,37672,4.01,4.0
2393,37671,3.98,4.0
2725,37663,3.97,4.0
3257,37656,3.89,4.0
2451,37613,4.18,4.0
2749,37607,4.33,4.0
2224,37604,3.33,3.0
2442,37601,3.82,4.0
2367,37601,4.01,4.0
2363,37594,4.17,4.0
3175,37593,3.96,4.0
2619,37561,4.18,4.0
2494,37557,4.05,4.0
2574,37535,3.42,3.0
2174,37497,3.18,3.0
2540,37479,3.98,4.0
3022,37475,3.92,4.0
2212,37465,3.86,4.0
2081,37459,4.1,4.0
3565,37448,4.21,4.0
2408,37434,4.09,4.0
2433,37410,3.39,3.0
3773,37410,3.62,4.0
3459,37403,4.3,4.0
3969,37402,3.8,4.0
2285,37392,3.99,4.0
2640,37381,4.12,4.0
1591,37379,3.52,4.0
2323,37376,3.96,4.0
2484,37369,4.34,4.0
2418,37354,3.71,4.0
2469,37349,4.2,4.0
3219,37324,3.95,4.0
3835,37323,4.02,4.0
3013,37313,4.23,4.0
2845,37312,4.49,4.0
3959,37303,3.83,4.0
3039,37299,3.93,4.0
2267,37293,3.63,4.0
3037,37292,3.74,4.0
2419,37284,4.42,4.0
2600,37270,4.31,4.0
2203,37258,4.47,4.0
2606,37252,3.57,4.0
3221,37232,4.06,4.0
3284,37225,3.96,4.0
2901,37211,4.43,4.0
2308,37205,3.88,4.0
3477,37204,4.06,4.0
2336,37200,4.05,4.0
2612,37197,4.14,4.0
2485,37196,3.86,4.0
2287,37189,3.63,4.0
3847,37188,3.79,4.0
2321,37181,4.01,4.0
2027,37150,3.68,4.0
3578,37110,4.27,4.0
985,37090,4.26,4.0
2707,37060,3.97,4.0
2833,37054,4.23,4.0
3051,37051,4.11,4.0
2998,37045,4.13,4.0
2908,37045,4.25,4.0
2678,37026,3.66,4.0
2550,36972,4.12,4.0
2701,36963,4.11,4.0
2716,36926,3.93,4.0
2513,36907,3.89,4.0
3615,36885,4.2,4.0
2628,36882,3.87,4.0
2095,36871,4.05,4.0
2953,36867,3.98,4.0
2376,36863,4.4,4.0
3737,36848,3.81,4.0
2615,36840,4.02,4.0
2397,36825,3.98,4.0
2948,36803,3.74,4.0
2031,36795,3.11,3.0
3126,36779,3.94,4.0
3536,36772,3.94,4.0
3314,36759,4.35,4.0
2828,36758,4.19,4.0
3545,36754,3.7,4.0
2318,36751,4.11,4.0
2549,36748,4.05,4.0
2188,36704,3.92,4.0
3355,36683,4.33,4.0
2342,36682,4.03,4.0
2702,36680,3.5,4.0
2929,36663,3.77,4.0
3800,36641,4.05,4.0
2842,36576,4.07,4.0
2427,36571,3.54,4.0
2127,36560,4.0,4.0
1485,36541,4.03,4.0
2033,36523,3.8,4.0
4047,36522,3.79,4.0
2304,36505,4.26,4.0
2507,36504,3.49,3.0
4191,36503,4.15,4.0
2804,36501,4.05,4.0
3499,36501,3.84,4.0
2611,36497,4.08,4.0
2560,36496,4.01,4.0
3044,36487,4.55,5.0
2985,36477,3.68,4.0
3706,36473,3.94,4.0
2674,36469,3.69,4.0
2594,36466,4.15,4.0
2846,36437,3.97,4.0
3866,36433,4.15,4.0
2943,36389,4.19,4.0
2781,36383,3.83,4.0
2450,36326,4.18,4.0
3137,36303,3.97,4.0
2796,36268,4.16,4.0
2515,36265,4.03,4.0
2239,36262,4.2,4.0
3290,36260,4.14,4.0
3798,36250,4.32,4.0
2499,36240,4.14,4.0
3032,36237,3.55,4.0
2705,36233,3.8,4.0
3719,36216,4.39,4.0
2893,36207,4.15,4.0
2511,36207,3.82,4.0
3183,36193,4.15,4.0
3180,36188,3.85,4.0
4031,36153,3.76,4.0
2639,36153,4.09,4.0
3530,36102,3.82,4.0
2858,36068,4.04,4.0
2414,36048,4.2,4.0
2519,36021,4.03,4.0
2916,36017,3.77,4.0
2822,36007,4.12,4.0
2768,36002,3.75,4.0
2482,35971,4.19,4.0
2933,35970,4.04,4.0
2963,35961,4.11,4.0
2152,35936,3.66,4.0
3048,35930,4.45,4.0
2750,35913,4.26,4.0
4012,35910,4.14,4.0
2646,35893,3.77,4.0
2391,35888,4.14,4.0
2535,35855,3.69,4.0
2404,35852,3.72,4.0
4316,35843,4.24,4.0
2565,35824,4.13,4.0
2790,35804,3.81,4.0
2341,35799,4.11,4.0
2229,35799,4.05,4.0
2522,35792,3.39,3.0
2757,35786,4.16,4.0
2907,35752,3.36,3.0
3068,35742,3.93,4.0
2809,35724,3.93,4.0
3246,35708,4.09,4.0
3347,35694,4.24,4.0
2875,35694,4.02,4.0
2202,35689,3.93,4.0
2215,35682,3.63,4.0
4029,35680,3.88,4.0
2650,35677,3.56,4.0
2820,35641,4.24,4.0
3879,35620,3.9,4.0
2244,35611,4.23,4.0
3154,35605,4.12,4.0
3805,35591,4.19,4.0
2886,35566,4.23,4.0
2637,35513,4.04,4.0
2299,35468,3.98,4.0
2262,35457,3.79,4.0
2649,35438,4.17,4.0
2971,35435,3.89,4.0
2746,35412,3.81,4.0
2206,35387,3.92,4.0
1810,35325,3.72,4.0
3760,35300,4.38,4.0
3632,35300,3.82,4.0
3301,35296,3.63,4.0
2644,35278,4.07,4.0
2724,35247,4.08,4.0
2641,35233,4.12,4.0
2590,35225,4.03,4.0
2237,35219,4.54,5.0
4289,35216,3.98,4.0
3151,35205,3.95,4.0
3387,35196,3.99,4.0
3484,35181,4.04,4.0
4041,35169,3.78,4.0
3729,35158,4.25,4.0
2874,35150,3.78,4.0
2802,35147,4.18,4.0
3873,35144,4.33,4.0
3724,35141,4.45,4.0
2617,35131,3.99,4.0
2571,35122,4.19,4.0
3308,35111,4.05,4.0
4019,35104,4.15,4.0
2717,35082,3.75,4.0
2247,35078,4.38,4.0
3916,35071,3.93,4.0
2810,35071,4.17,4.0
3157,35068,3.88,4.0
2851,35064,3.59,4.0
2503,35061,4.06,4.0
3761,35016,4.25,4.0
2358,34996,3.83,4.0
4159,34993,3.98,4.0
3058,34973,4.11,4.0
2569,34973,4.13,4.0
2827,34952,4.03,4.0
2861,34951,4.29,4.0
2589,34917,3.86,4.0
3038,34897,3.85,4.0
3918,34888,4.06,4.0
2477,34839,3.96,4.0
2114,34837,4.0,4.0
3001,34823,3.96,4.0
2785,34822,3.89,4.0
2981,34816,4.0,4.0
3867,34797,3.87,4.0
3086,34795,3.81,4.0
2166,34789,4.15,4.0
1558,34789,3.88,4.0
3136,34771,3.89,4.0
4874,34766,4.42,4.0
3690,34746,3.69,4.0
2559,34739,4.1,4.0
2316,34730,3.92,4.0
2942,34722,3.85,4.0
2514,34720,4.14,4.0
2712,34710,3.61,4.0
2720,34702,4.15,4.0
2814,34675,3.5,4.0
2727,34661,4.12,4.0
2830,34661,3.98,4.0
3723,34643,4.12,4.0
3481,34640,4.13,4.0
2726,34603,4.02,4.0
2925,34587,3.98,4.0
3637,34581,3.93,4.0
3245,34579,3.82,4.0
2783,34577,3.41,3.0
2568,34570,3.89,4.0
2545,34536,3.8,4.0
4605,34506,4.25,4.0
3008,34502,3.95,4.0
3744,34491,4.25,4.0
3167,34484,3.98,4.0
2608,34460,4.19,4.0
3859,34459,4.15,4.0
2302,34445,3.93,4.0
3062,34428,4.3,4.0
2579,34419,4.23,4.0
2634,34383,3.51,4.0
4147,34373,4.16,4.0
2528,34362,3.85,4.0
4069,34331,3.99,4.0
3621,34308,4.25,4.0
2723,34296,4.11,4.0
3110,34286,4.31,4.0
3240,34271,4.21,4.0
3821,34257,4.47,4.0
3017,34252,4.21,4.0
2492,34242,4.28,4.0
2588,34212,3.87,4.0
2957,34200,3.86,4.0
2944,34189,3.99,4.0
2955,34172,4.21,4.0
2817,34168,3.98,4.0
2906,34158,4.25,4.0
2819,34149,4.05,4.0
2417,34136,4.13,4.0
2788,34128,3.68,4.0
2857,34121,4.16,4.0
2145,34120,3.75,4.0
1824,34107,3.69,4.0
3296,34094,4.06,4.0
2480,34088,4.16,4.0
3453,34086,4.09,4.0
2437,34055,4.33,4.0
2970,34044,3.59,4.0
2793,34042,4.25,4.0
3731,34020,3.85,4.0
3285,34002,4.29,4.0
3050,33997,3.97,4.0
1995,33994,4.22,4.0
4088,33983,4.17,4.0
2563,33979,4.29,4.0
2585,33973,4.1,4.0
2721,33969,3.93,4.0
4475,33961,3.94,4.0
2638,33960,4.03,4.0
3143,33950,4.22,4.0
2653,33941,4.2,4.0
3305,33935,4.11,4.0
3166,33926,3.65,4.0
4242,33925,4.2,4.0
3468,33917,4.22,4.0
2439,33879,3.67,4.0
2546,33861,3.98,4.0
3965,33805,4.13,4.0
2965,33792,3.61,4.0
3482,33789,4.34,4.0
2471,33787,3.38,3.0
3075,33784,4.15,4.0
3113,33782,4.38,4.0
2401,33780,4.09,4.0
2786,33779,4.11,4.0
3197,33764,4.33,4.0
3899,33739,3.95,4.0
3249,33738,4.23,4.0
3206,33719,4.02,4.0
4253,33711,4.09,4.0
3000,33704,4.22,4.0
2921,33698,4.14,4.0
3274,33679,4.25,4.0
2889,33675,3.57,4.0
3028,33668,3.98,4.0
3287,33653,4.14,4.0
2686,33645,4.21,4.0
3312,33642,4.2,4.0
2941,33634,4.33,4.0
2888,33593,3.81,4.0
2524,33586,4.1,4.0
1843,33534,3.59,4.0
2924,33525,4.23,4.0
3711,33519,3.99,4.0
3226,33510,3.95,4.0
2383,33510,3.98,4.0
1889,33504,3.67,4.0
4207,33500,3.77,4.0
2954,33486,3.79,4.0
2505,33481,3.91,4.0
2493,33465,3.9,4.0
3763,33464,4.22,4.0
3896,33454,3.93,4.0
2765,33427,4.2,4.0
2647,33409,4.0,4.0
4060,33405,4.22,4.0
3368,33400,3.83,4.0
3423,33398,4.15,4.0
2734,33398,4.3,4.0
2512,33395,4.37,4.0
3843,33394,4.37,4.0
4086,33385,3.97,4.0
3404,33383,3.73,4.0
3461,33355,4.3,4.0
3101,33348,4.2,4.0
4979,33348,4.06,4.0
4000,33348,3.94,4.0
2679,33346,3.87,4.0
4196,33327,3.66,4.0
3902,33317,4.09,4.0
2899,33286,4.25,4.0
2502,33264,4.0,4.0
2945,33240,4.08,4.0
3063,33235,3.93,4.0
